NumeroDeSequence,Tempo,PulsationManquee,DelaiAvantDeCommencer, DecalageMoyen,Complexite
5,90,60,6.646025657653809,0.10794854164123535,4
25,90,41,7.580435276031494,0.09247606992721558,4
10,90,54,7.544016122817993,0.07781289174006535,2
19,90,47,7.024850130081177,0.0920478105545044,5
21,90,72,7.424774408340454,0.09539500872294109,5
15,90,65,6.760650873184204,0.1019043272191828,5
11,90,76,6.503796815872192,0.09957282359783466,5
24,90,48,6.786266565322876,0.10733318991131252,5
7,90,57,6.898775339126587,0.06703099896830897,3
13,90,65,6.71897554397583,0.10254999001820882,1
23,90,49,13.094294548034668,0.10761162894112723,5
3,90,66,12.680498838424683,0.07133710384368896,5
4,90,78,4.884049654006958,0.080837124869937,5
1,90,37,3.8853771686553955,0.17587617727426383,1
22,90,48,6.7083985805511475,0.09209369390438764,5
14,90,57,3.9037725925445557,0.09646964073181152,5
9,90,81,7.026631116867065,0.09406073888142903,1
8,90,66,7.226939916610718,0.08559863006367403,5
26,90,69,7.18175745010376,0.12465328261965797,5
12,90,73,14.501063585281372,0.09185113626367905,2
20,90,88,21.06094980239868,0.16585814952850342,5
2,90,43,9.378789901733398,0.11234872681753975,1
16,90,65,2.817293882369995,0.07728781302769978,1
17,90,66,10.53505802154541,0.06899282065304843,4
18,90,58,6.473712205886841,0.08057789291654315,4
