timestamp_unix,timestamp_iso,participant_full_id,eda_scl_usiemens,missing_value_reason
1733443200000,2024-12-06T00:00:00Z,1573-1-1-00002,,device_not_worn_correctly
1733443260000,2024-12-06T00:01:00Z,1573-1-1-00002,,device_not_worn_correctly
1733443320000,2024-12-06T00:02:00Z,1573-1-1-00002,,device_not_worn_correctly
1733443380000,2024-12-06T00:03:00Z,1573-1-1-00002,,device_not_worn_correctly
1733443440000,2024-12-06T00:04:00Z,1573-1-1-00002,,device_not_worn_correctly
1733443500000,2024-12-06T00:05:00Z,1573-1-1-00002,,device_not_worn_correctly
1733443560000,2024-12-06T00:06:00Z,1573-1-1-00002,,device_not_worn_correctly
1733443620000,2024-12-06T00:07:00Z,1573-1-1-00002,,device_not_worn_correctly
1733443680000,2024-12-06T00:08:00Z,1573-1-1-00002,,device_not_worn_correctly
1733443740000,2024-12-06T00:09:00Z,1573-1-1-00002,,device_not_worn_correctly
1733443800000,2024-12-06T00:10:00Z,1573-1-1-00002,,device_not_worn_correctly
1733443860000,2024-12-06T00:11:00Z,1573-1-1-00002,,device_not_worn_correctly
1733443920000,2024-12-06T00:12:00Z,1573-1-1-00002,,device_not_worn_correctly
1733443980000,2024-12-06T00:13:00Z,1573-1-1-00002,,device_not_worn_correctly
1733444040000,2024-12-06T00:14:00Z,1573-1-1-00002,,device_not_worn_correctly
1733444100000,2024-12-06T00:15:00Z,1573-1-1-00002,,device_not_worn_correctly
1733444160000,2024-12-06T00:16:00Z,1573-1-1-00002,,device_not_worn_correctly
1733444220000,2024-12-06T00:17:00Z,1573-1-1-00002,,device_not_worn_correctly
1733444280000,2024-12-06T00:18:00Z,1573-1-1-00002,,device_not_worn_correctly
1733444340000,2024-12-06T00:19:00Z,1573-1-1-00002,,device_not_worn_correctly
1733444400000,2024-12-06T00:20:00Z,1573-1-1-00002,,device_not_worn_correctly
1733444460000,2024-12-06T00:21:00Z,1573-1-1-00002,,device_not_worn_correctly
1733444520000,2024-12-06T00:22:00Z,1573-1-1-00002,,device_not_worn_correctly
1733444580000,2024-12-06T00:23:00Z,1573-1-1-00002,,device_not_worn_correctly
1733444640000,2024-12-06T00:24:00Z,1573-1-1-00002,,device_not_worn_correctly
1733444700000,2024-12-06T00:25:00Z,1573-1-1-00002,,device_not_worn_correctly
1733444760000,2024-12-06T00:26:00Z,1573-1-1-00002,,device_not_worn_correctly
1733444820000,2024-12-06T00:27:00Z,1573-1-1-00002,,device_not_worn_correctly
1733444880000,2024-12-06T00:28:00Z,1573-1-1-00002,,device_not_worn_correctly
1733444940000,2024-12-06T00:29:00Z,1573-1-1-00002,,device_not_worn_correctly
1733445000000,2024-12-06T00:30:00Z,1573-1-1-00002,,device_not_worn_correctly
1733445060000,2024-12-06T00:31:00Z,1573-1-1-00002,,device_not_worn_correctly
1733445120000,2024-12-06T00:32:00Z,1573-1-1-00002,,device_not_worn_correctly
1733445180000,2024-12-06T00:33:00Z,1573-1-1-00002,,device_not_worn_correctly
1733445240000,2024-12-06T00:34:00Z,1573-1-1-00002,,device_not_worn_correctly
1733445300000,2024-12-06T00:35:00Z,1573-1-1-00002,,device_not_worn_correctly
1733445360000,2024-12-06T00:36:00Z,1573-1-1-00002,,device_not_worn_correctly
1733445420000,2024-12-06T00:37:00Z,1573-1-1-00002,,device_not_worn_correctly
1733445480000,2024-12-06T00:38:00Z,1573-1-1-00002,,device_not_worn_correctly
1733445540000,2024-12-06T00:39:00Z,1573-1-1-00002,,device_not_worn_correctly
1733445600000,2024-12-06T00:40:00Z,1573-1-1-00002,,device_not_worn_correctly
1733445660000,2024-12-06T00:41:00Z,1573-1-1-00002,,device_not_worn_correctly
1733445720000,2024-12-06T00:42:00Z,1573-1-1-00002,,device_not_worn_correctly
1733445780000,2024-12-06T00:43:00Z,1573-1-1-00002,,device_not_worn_correctly
1733445840000,2024-12-06T00:44:00Z,1573-1-1-00002,,device_not_worn_correctly
1733445900000,2024-12-06T00:45:00Z,1573-1-1-00002,,device_not_worn_correctly
1733445960000,2024-12-06T00:46:00Z,1573-1-1-00002,,device_not_worn_correctly
1733446020000,2024-12-06T00:47:00Z,1573-1-1-00002,,device_not_worn_correctly
1733446080000,2024-12-06T00:48:00Z,1573-1-1-00002,,device_not_worn_correctly
1733446140000,2024-12-06T00:49:00Z,1573-1-1-00002,,device_not_worn_correctly
1733446200000,2024-12-06T00:50:00Z,1573-1-1-00002,,device_not_worn_correctly
1733446260000,2024-12-06T00:51:00Z,1573-1-1-00002,,device_not_worn_correctly
1733446320000,2024-12-06T00:52:00Z,1573-1-1-00002,,device_not_worn_correctly
1733446380000,2024-12-06T00:53:00Z,1573-1-1-00002,,device_not_worn_correctly
1733446440000,2024-12-06T00:54:00Z,1573-1-1-00002,,device_not_worn_correctly
1733446500000,2024-12-06T00:55:00Z,1573-1-1-00002,,device_not_worn_correctly
1733446560000,2024-12-06T00:56:00Z,1573-1-1-00002,,device_not_worn_correctly
1733446620000,2024-12-06T00:57:00Z,1573-1-1-00002,,device_not_worn_correctly
1733446680000,2024-12-06T00:58:00Z,1573-1-1-00002,,device_not_worn_correctly
1733446740000,2024-12-06T00:59:00Z,1573-1-1-00002,,device_not_worn_correctly
1733446800000,2024-12-06T01:00:00Z,1573-1-1-00002,,device_not_worn_correctly
1733446860000,2024-12-06T01:01:00Z,1573-1-1-00002,,device_not_worn_correctly
1733446920000,2024-12-06T01:02:00Z,1573-1-1-00002,,device_not_worn_correctly
1733446980000,2024-12-06T01:03:00Z,1573-1-1-00002,,device_not_worn_correctly
1733447040000,2024-12-06T01:04:00Z,1573-1-1-00002,,device_not_worn_correctly
1733447100000,2024-12-06T01:05:00Z,1573-1-1-00002,,device_not_worn_correctly
1733447160000,2024-12-06T01:06:00Z,1573-1-1-00002,,device_not_worn_correctly
1733447220000,2024-12-06T01:07:00Z,1573-1-1-00002,,device_not_worn_correctly
1733447280000,2024-12-06T01:08:00Z,1573-1-1-00002,,device_not_worn_correctly
1733447340000,2024-12-06T01:09:00Z,1573-1-1-00002,,device_not_worn_correctly
1733447400000,2024-12-06T01:10:00Z,1573-1-1-00002,,device_not_worn_correctly
1733447460000,2024-12-06T01:11:00Z,1573-1-1-00002,,device_not_worn_correctly
1733447520000,2024-12-06T01:12:00Z,1573-1-1-00002,,device_not_worn_correctly
1733447580000,2024-12-06T01:13:00Z,1573-1-1-00002,,device_not_worn_correctly
1733447640000,2024-12-06T01:14:00Z,1573-1-1-00002,,device_not_worn_correctly
1733447700000,2024-12-06T01:15:00Z,1573-1-1-00002,,device_not_worn_correctly
1733447760000,2024-12-06T01:16:00Z,1573-1-1-00002,,device_not_worn_correctly
1733447820000,2024-12-06T01:17:00Z,1573-1-1-00002,,device_not_worn_correctly
1733447880000,2024-12-06T01:18:00Z,1573-1-1-00002,,device_not_worn_correctly
1733447940000,2024-12-06T01:19:00Z,1573-1-1-00002,,device_not_worn_correctly
1733448000000,2024-12-06T01:20:00Z,1573-1-1-00002,,device_not_worn_correctly
1733448060000,2024-12-06T01:21:00Z,1573-1-1-00002,,device_not_worn_correctly
1733448120000,2024-12-06T01:22:00Z,1573-1-1-00002,,device_not_worn_correctly
1733448180000,2024-12-06T01:23:00Z,1573-1-1-00002,,device_not_worn_correctly
1733448240000,2024-12-06T01:24:00Z,1573-1-1-00002,,device_not_worn_correctly
1733448300000,2024-12-06T01:25:00Z,1573-1-1-00002,,device_not_worn_correctly
1733448360000,2024-12-06T01:26:00Z,1573-1-1-00002,,device_not_worn_correctly
1733448420000,2024-12-06T01:27:00Z,1573-1-1-00002,,device_not_worn_correctly
1733448480000,2024-12-06T01:28:00Z,1573-1-1-00002,,device_not_worn_correctly
1733448540000,2024-12-06T01:29:00Z,1573-1-1-00002,,device_not_worn_correctly
1733448600000,2024-12-06T01:30:00Z,1573-1-1-00002,,device_not_worn_correctly
1733448660000,2024-12-06T01:31:00Z,1573-1-1-00002,,device_not_worn_correctly
1733448720000,2024-12-06T01:32:00Z,1573-1-1-00002,,device_not_worn_correctly
1733448780000,2024-12-06T01:33:00Z,1573-1-1-00002,,device_not_worn_correctly
1733448840000,2024-12-06T01:34:00Z,1573-1-1-00002,,device_not_worn_correctly
1733448900000,2024-12-06T01:35:00Z,1573-1-1-00002,,device_not_worn_correctly
1733448960000,2024-12-06T01:36:00Z,1573-1-1-00002,,device_not_worn_correctly
1733449020000,2024-12-06T01:37:00Z,1573-1-1-00002,,device_not_worn_correctly
1733449080000,2024-12-06T01:38:00Z,1573-1-1-00002,,device_not_worn_correctly
1733449140000,2024-12-06T01:39:00Z,1573-1-1-00002,,device_not_worn_correctly
1733449200000,2024-12-06T01:40:00Z,1573-1-1-00002,,device_not_worn_correctly
1733449260000,2024-12-06T01:41:00Z,1573-1-1-00002,,device_not_worn_correctly
1733449320000,2024-12-06T01:42:00Z,1573-1-1-00002,,device_not_worn_correctly
1733449380000,2024-12-06T01:43:00Z,1573-1-1-00002,,device_not_worn_correctly
1733449440000,2024-12-06T01:44:00Z,1573-1-1-00002,,device_not_worn_correctly
1733449500000,2024-12-06T01:45:00Z,1573-1-1-00002,,device_not_worn_correctly
1733449560000,2024-12-06T01:46:00Z,1573-1-1-00002,,device_not_worn_correctly
1733449620000,2024-12-06T01:47:00Z,1573-1-1-00002,,device_not_worn_correctly
1733449680000,2024-12-06T01:48:00Z,1573-1-1-00002,,device_not_worn_correctly
1733449740000,2024-12-06T01:49:00Z,1573-1-1-00002,,device_not_worn_correctly
1733449800000,2024-12-06T01:50:00Z,1573-1-1-00002,,device_not_worn_correctly
1733449860000,2024-12-06T01:51:00Z,1573-1-1-00002,,device_not_worn_correctly
1733449920000,2024-12-06T01:52:00Z,1573-1-1-00002,,device_not_worn_correctly
1733449980000,2024-12-06T01:53:00Z,1573-1-1-00002,,device_not_worn_correctly
1733450040000,2024-12-06T01:54:00Z,1573-1-1-00002,,device_not_worn_correctly
1733450100000,2024-12-06T01:55:00Z,1573-1-1-00002,,device_not_worn_correctly
1733450160000,2024-12-06T01:56:00Z,1573-1-1-00002,,device_not_worn_correctly
1733450220000,2024-12-06T01:57:00Z,1573-1-1-00002,,device_not_worn_correctly
1733450280000,2024-12-06T01:58:00Z,1573-1-1-00002,,device_not_worn_correctly
1733450340000,2024-12-06T01:59:00Z,1573-1-1-00002,,device_not_worn_correctly
1733450400000,2024-12-06T02:00:00Z,1573-1-1-00002,,device_not_worn_correctly
1733450460000,2024-12-06T02:01:00Z,1573-1-1-00002,,device_not_worn_correctly
1733450520000,2024-12-06T02:02:00Z,1573-1-1-00002,,device_not_worn_correctly
1733450580000,2024-12-06T02:03:00Z,1573-1-1-00002,,device_not_worn_correctly
1733450640000,2024-12-06T02:04:00Z,1573-1-1-00002,,device_not_worn_correctly
1733450700000,2024-12-06T02:05:00Z,1573-1-1-00002,,device_not_worn_correctly
1733450760000,2024-12-06T02:06:00Z,1573-1-1-00002,,device_not_worn_correctly
1733450820000,2024-12-06T02:07:00Z,1573-1-1-00002,,device_not_worn_correctly
1733450880000,2024-12-06T02:08:00Z,1573-1-1-00002,,device_not_worn_correctly
1733450940000,2024-12-06T02:09:00Z,1573-1-1-00002,,device_not_worn_correctly
1733451000000,2024-12-06T02:10:00Z,1573-1-1-00002,,device_not_worn_correctly
1733451060000,2024-12-06T02:11:00Z,1573-1-1-00002,,device_not_worn_correctly
1733451120000,2024-12-06T02:12:00Z,1573-1-1-00002,,device_not_worn_correctly
1733451180000,2024-12-06T02:13:00Z,1573-1-1-00002,,device_not_worn_correctly
1733451240000,2024-12-06T02:14:00Z,1573-1-1-00002,,device_not_worn_correctly
1733451300000,2024-12-06T02:15:00Z,1573-1-1-00002,,device_not_worn_correctly
1733451360000,2024-12-06T02:16:00Z,1573-1-1-00002,,device_not_worn_correctly
1733451420000,2024-12-06T02:17:00Z,1573-1-1-00002,,device_not_worn_correctly
1733451480000,2024-12-06T02:18:00Z,1573-1-1-00002,,device_not_worn_correctly
1733451540000,2024-12-06T02:19:00Z,1573-1-1-00002,,device_not_worn_correctly
1733451600000,2024-12-06T02:20:00Z,1573-1-1-00002,,device_not_worn_correctly
1733451660000,2024-12-06T02:21:00Z,1573-1-1-00002,,device_not_worn_correctly
